tradeRef,instrumentId,counterpartyId,quantity,price,currency,side,tradeDate
HWA-19683600-7851,15,10,9.3618,469.3047,CHF,BUY,2026-05-29
RWV-64012371-8835,11,4,96.1243,332.7794,GBP,SELL,2026-06-23
LOX-52300438-9215,3,9,37.1160,22.5563,JPY,BUY,2026-05-30
PWA-63546091-2270,9,9,31.9974,481.0815,EUR,BUY,2026-06-02
UPN-35338484-3484,5,3,22.6672,293.9864,USD,SELL,2026-06-03
LQE-48915077-9758,5,5,89.6588,217.0780,GBP,BUY,2026-05-24
PUD-13961558-9778,12,7,77.5576,90.6243,GBP,BUY,2026-05-14
OPD-41822400-5251,2,8,30.5126,103.9637,USD,BUY,2026-06-01
AKL-22748993-2668,4,5,35.4440,135.3009,USD,SELL,2026-06-07
LRV-79536341-5527,11,9,56.0178,312.7092,USD,SELL,2026-06-02
HOL-14190651-9965,14,7,22.4322,27.0820,CHF,BUY,2026-05-28
HQW-32591870-5066,13,2,99.9594,110.5574,CHF,SELL,2026-06-09
QSL-03253528-6490,13,9,79.4974,62.4945,USD,BUY,2026-05-26
MUU-18343842-6021,8,1,11.8782,22.7213,JPY,SELL,2026-05-24
DDO-62089927-4239,8,10,45.6223,207.9927,CHF,BUY,2026-05-29
PHA-16645735-9383,10,1,72.6568,405.3371,EUR,BUY,2026-06-21
BZQ-47136885-0648,11,4,45.2053,111.5762,GBP,SELL,2026-06-18
DKC-54434690-3301,2,10,64.6168,254.7059,GBP,SELL,2026-06-24
ZES-49681618-3283,7,1,4.1077,188.6734,EUR,BUY,2026-05-30
ECE-64832253-8100,12,1,7.6936,219.0755,CHF,BUY,2026-06-10
LMG-37587237-8023,6,6,73.1030,477.9483,JPY,SELL,2026-06-13
UBG-26888946-6817,6,9,11.7068,25.7922,CHF,SELL,2026-06-03
IET-43283296-3528,4,8,33.4709,54.1433,CHF,SELL,2026-05-22
RKW-82447003-0518,2,2,45.1626,23.0046,EUR,SELL,2026-06-23
IRG-72048949-4677,8,10,59.0700,157.4501,USD,BUY,2026-05-20
RIH-15697159-2196,6,8,97.6790,268.5279,CHF,BUY,2026-05-27
GIH-06602360-8450,10,10,47.0025,348.0721,EUR,BUY,2026-06-10
MLM-23718678-4145,13,9,2.7635,351.0312,CHF,SELL,2026-06-16
PTS-95595986-7797,10,4,93.9691,168.9325,CHF,BUY,2026-05-23
LSX-37061316-6072,13,8,8.4575,479.9304,GBP,BUY,2026-05-31
GPJ-04035194-8072,8,9,45.4428,45.0056,CHF,BUY,2026-05-27
ZKW-18328572-1738,11,7,29.9641,80.7854,GBP,BUY,2026-05-24
XWL-17889020-3592,6,7,8.6078,233.0591,EUR,BUY,2026-05-22
PVB-86401776-9417,9,2,69.8315,495.9525,EUR,SELL,2026-06-17
JDC-38527431-6658,7,10,9.2196,50.5015,CHF,BUY,2026-06-27
HVA-62595621-7453,9,1,15.0455,220.9521,GBP,BUY,2026-05-16
ZNN-65005368-0264,9,3,29.2420,193.4816,USD,BUY,2026-05-27
BYD-33131698-3791,4,9,89.7692,272.9571,JPY,BUY,2026-05-19
TXP-99006511-9467,13,9,26.4828,294.8509,JPY,BUY,2026-05-29
MSS-92972054-6538,4,3,8.7217,15.4048,GBP,SELL,2026-05-23
BLB-37990479-4380,11,5,69.4325,434.5975,CHF,SELL,2026-06-02
UYP-15134966-0355,1,2,85.5817,193.0005,GBP,BUY,2026-05-29
HBT-89993512-4518,8,6,27.5856,422.9179,USD,SELL,2026-06-07
IVT-13389560-6934,3,10,85.5029,346.3600,USD,BUY,2026-05-25
ASM-37752335-7753,13,1,35.3679,440.5491,EUR,BUY,2026-05-28
WQB-66654620-7852,5,3,88.4438,210.4507,EUR,BUY,2026-05-31
ZHM-57921434-5862,6,7,72.4527,443.5727,CHF,SELL,2026-06-12
LHH-27829120-6043,5,1,62.4371,476.5893,CHF,SELL,2026-06-13
UUL-19596215-7651,11,1,15.3011,321.3465,USD,SELL,2026-06-04
PBK-29181988-7858,10,2,45.8667,439.4177,JPY,SELL,2026-06-19
OUS-22072985-0763,13,4,36.9678,72.0559,USD,SELL,2026-06-29
GEG-51526825-5331,15,10,27.1186,47.7589,CHF,BUY,2026-05-31
OAB-15748793-9868,13,2,11.6037,476.5474,EUR,BUY,2026-05-27
EIA-15051232-7641,9,6,77.4100,181.2311,EUR,SELL,2026-05-31
JTN-05391399-9974,10,9,36.0587,272.3338,EUR,BUY,2026-05-30
RVM-78977054-7503,14,4,7.8499,329.9577,GBP,BUY,2026-05-22
JDA-33544091-6884,15,5,61.1762,232.2636,JPY,BUY,2026-05-24
TWB-32686985-1665,11,7,4.6727,128.5985,CHF,BUY,2026-05-28
YLN-97820235-8716,15,7,76.9314,419.1232,GBP,BUY,2026-05-18
NPH-23382337-0667,7,1,43.9626,72.9027,GBP,BUY,2026-06-17
SBS-32875208-2358,15,3,3.6692,301.1330,JPY,SELL,2026-06-17
CPJ-79964361-3032,9,4,55.9209,366.0360,GBP,SELL,2026-05-10
EBU-10756829-1202,8,5,75.5603,320.9083,JPY,BUY,2026-05-25
NPW-26002270-9491,13,4,20.8364,92.0861,CHF,BUY,2026-05-26
RSO-09164366-9947,3,6,83.3866,345.1252,USD,SELL,2026-06-05
XJO-80676875-4514,1,6,5.5744,363.6922,GBP,BUY,2026-05-28
RAE-90713433-0566,5,8,97.0138,497.1484,USD,SELL,2026-05-24
POE-64248560-1028,12,7,16.7895,109.0516,CHF,BUY,2026-05-17
GUA-05756108-7358,4,6,90.5393,11.1349,USD,SELL,2026-06-09
HAS-27384517-6996,15,1,69.5320,313.6319,GBP,BUY,2026-06-18
OJY-45436898-2238,7,8,96.1026,66.4976,EUR,SELL,2026-06-07
PKH-82360043-5810,6,9,68.3923,479.9639,GBP,BUY,2026-05-04
GDM-65110854-4466,1,2,86.2792,181.0505,EUR,BUY,2026-06-26
NMX-09125820-8977,9,7,16.3799,318.9103,CHF,SELL,2026-06-15
JLL-50210486-1592,7,10,39.1893,266.6550,EUR,BUY,2026-06-13
WWN-16484579-4628,1,10,33.2789,290.6791,JPY,SELL,2026-05-25
SQK-40655142-4952,7,10,69.5575,397.2511,CHF,SELL,2026-06-11
JUK-56558795-3557,10,9,63.6804,103.2750,USD,BUY,2026-05-30
YJR-95264601-8065,14,8,73.7028,472.2991,JPY,BUY,2026-05-20
GDX-09318592-9383,8,10,16.8809,415.8418,JPY,SELL,2026-05-21
LKM-30095083-5244,5,7,60.4471,127.1461,JPY,SELL,2026-05-16
DVR-04065586-9896,5,5,51.3947,130.5781,JPY,SELL,2026-05-31
QUI-38809969-1665,15,1,32.5777,16.7055,USD,SELL,2026-05-28
LAP-62776860-6329,4,8,82.1627,33.5579,GBP,BUY,2026-05-27
YCD-13483902-1223,9,8,37.8599,310.9030,EUR,SELL,2026-06-24
LZF-53522757-7264,14,9,31.9743,276.9010,JPY,BUY,2026-05-17
TXH-21269857-9631,2,6,43.2875,343.6742,JPY,SELL,2026-06-24
HWT-27646470-3642,2,3,74.4384,276.6879,USD,BUY,2026-06-04
LDQ-70167831-1147,13,4,76.2902,367.2083,USD,SELL,2026-06-25
QHL-24001109-4957,7,7,44.5191,406.7169,EUR,SELL,2026-05-31
AUO-64872203-3967,2,4,28.3058,412.6832,USD,BUY,2026-05-27
GJY-93817025-1661,9,6,75.6714,321.3599,EUR,SELL,2026-06-05
ITZ-97552186-3157,2,6,18.9556,25.0997,GBP,BUY,2026-05-13
LIM-33522985-0858,5,3,8.4755,250.0463,CHF,SELL,2026-06-15
WJL-56565396-0766,5,10,65.6295,308.4307,USD,BUY,2026-05-19
UEH-72506567-1271,6,4,40.3942,154.9220,JPY,SELL,2026-05-30
OSL-99367583-1772,1,2,32.1252,415.6337,USD,BUY,2026-06-17
QHM-74524146-8298,10,6,34.8977,484.3492,GBP,SELL,2026-05-26
PRI-29727051-9061,8,6,62.3444,256.5878,USD,BUY,2026-06-27
LHF-99417776-2212,10,10,99.5096,68.0876,USD,SELL,2026-05-19
UHX-65003210-1058,15,1,97.8733,102.8663,EUR,BUY,2026-06-01
XLH-56391668-6285,8,7,30.8251,383.3140,CHF,BUY,2026-05-26
JCH-84138264-6524,9,9,22.9752,259.6951,GBP,BUY,2026-05-25
VFK-48614621-6956,7,6,95.0015,146.2756,EUR,SELL,2026-05-20
FTK-86508919-4341,6,4,20.9444,449.4795,CHF,BUY,2026-06-06
PUQ-59212523-1820,9,4,95.6198,21.2338,USD,SELL,2026-06-19
GQY-82921066-6530,5,6,42.7636,287.1057,JPY,SELL,2026-05-31
OKB-17914728-9320,10,5,56.0838,210.8654,JPY,BUY,2026-06-14
FDE-11108545-2661,6,10,21.0130,93.6708,GBP,SELL,2026-06-05
VJI-88719261-8592,11,3,27.8179,468.1216,GBP,BUY,2026-05-28
TTG-71393048-6931,4,4,58.5579,184.5376,USD,SELL,2026-05-25
LWP-91745377-4752,15,1,89.6496,21.6523,USD,SELL,2026-06-02
IHE-39203999-1412,1,9,82.2544,141.7227,EUR,BUY,2026-06-08
TSQ-46844128-9462,12,9,95.3463,82.3883,JPY,SELL,2026-05-23
PYP-29611858-7040,10,6,99.7226,308.8290,GBP,BUY,2026-05-19
MFV-83911969-3725,11,2,35.0266,261.8821,GBP,BUY,2026-06-25
CNN-59336116-9253,6,3,18.0824,85.8403,CHF,BUY,2026-05-13
JUM-19702028-8266,5,10,4.4223,259.9337,USD,SELL,2026-06-23
CTM-40426525-8927,9,1,73.4353,228.4317,EUR,SELL,2026-05-24
SJQ-24326814-6793,7,8,86.3635,252.5260,JPY,SELL,2026-06-20
NRR-32490762-0473,15,9,14.2224,412.8917,EUR,BUY,2026-05-28
RRA-75060473-0688,1,8,25.4838,332.1672,CHF,BUY,2026-06-25
JAK-23952442-7136,8,3,78.0276,316.1997,USD,SELL,2026-06-02
XXN-00086604-6417,7,7,95.5809,488.0071,USD,BUY,2026-06-15
OCU-01280225-2379,5,1,75.0876,160.6820,EUR,SELL,2026-05-24
ZJN-78331214-3298,12,4,9.0619,178.3443,USD,BUY,2026-05-18
RNS-76177054-9730,7,4,27.6157,51.1550,JPY,BUY,2026-06-03
ZMC-79930243-5137,6,5,80.8239,441.4271,USD,BUY,2026-05-23
SCF-17055406-8218,13,9,31.0694,281.9853,GBP,SELL,2026-06-24
UDZ-89454639-1447,8,3,90.5821,57.9896,EUR,BUY,2026-06-01
XCB-66506151-7458,14,6,18.2042,238.3856,USD,SELL,2026-05-29
TDS-03108929-0914,14,8,14.7617,173.3446,USD,BUY,2026-06-11
LLE-91158895-1637,9,5,72.4362,329.3479,EUR,SELL,2026-05-21
QZZ-26557769-3797,10,8,93.6345,224.3567,EUR,BUY,2026-05-15
JMW-21986416-4358,9,6,79.0190,79.8319,EUR,BUY,2026-05-20
MKC-59816126-0315,3,5,50.0148,325.8723,USD,BUY,2026-05-28
XYM-44243993-5812,10,8,92.9407,425.7576,JPY,BUY,2026-05-25
FCF-48571257-1344,7,6,58.3908,17.4827,JPY,SELL,2026-05-27
DHZ-14890567-9008,1,8,82.3654,150.2623,EUR,SELL,2026-05-28
TYD-18918879-1065,2,7,24.5285,269.4909,EUR,BUY,2026-06-18
SJG-13333330-2709,7,6,55.8358,377.0433,GBP,BUY,2026-06-16
NTG-10009275-2571,15,2,6.0022,111.6072,JPY,SELL,2026-06-21
LOU-86603486-1496,15,6,96.7541,368.6506,JPY,SELL,2026-05-31
TFH-44161153-3894,5,1,4.6365,332.5969,EUR,SELL,2026-05-31
LVG-11807066-5327,4,10,75.0796,52.7972,GBP,SELL,2026-05-29
SIH-98065406-3169,14,8,1.7517,312.0312,USD,BUY,2026-06-02
EOC-88495200-4183,6,8,93.8668,268.3722,JPY,BUY,2026-05-29
YFY-29552146-3628,7,9,15.7672,150.5975,USD,SELL,2026-05-21
HKO-00663447-8938,12,9,43.9848,83.1633,GBP,BUY,2026-05-14
TMP-26367035-7248,3,1,64.4946,102.5816,JPY,BUY,2026-06-09
TIX-38368010-8410,15,8,37.2212,367.3069,EUR,BUY,2026-06-03
DLX-63288237-0411,3,6,19.4384,279.4543,GBP,BUY,2026-05-20
SCC-21160707-6946,3,4,37.5190,267.1635,USD,SELL,2026-06-24
LVV-87639016-1287,13,10,11.1333,35.4583,CHF,BUY,2026-06-16
RTQ-09294377-6226,11,6,40.4885,62.6779,EUR,SELL,2026-06-14
LMU-91635512-7996,15,2,6.1871,36.1782,USD,SELL,2026-06-01
XVU-49409759-7281,6,4,27.2059,363.4411,USD,SELL,2026-05-24
WDM-87178340-2496,13,7,46.8635,353.3590,CHF,BUY,2026-06-17
XCG-10542385-1008,14,9,48.8106,181.3316,USD,SELL,2026-05-28
DHQ-46936708-9573,2,1,51.6359,126.8287,CHF,SELL,2026-06-13
OXX-79419463-6942,11,9,9.6873,219.2812,EUR,SELL,2026-06-11
WZP-89072659-4136,9,10,92.6579,291.8660,CHF,SELL,2026-05-19
XLB-30895458-8238,3,6,28.5048,143.7521,EUR,BUY,2026-05-27
ZIV-64451923-6171,5,10,11.2003,338.5085,EUR,SELL,2026-06-03
ZFC-24990630-1252,2,1,35.2851,291.4143,CHF,BUY,2026-06-21
UJE-80559304-5072,2,7,44.0508,233.3551,USD,SELL,2026-06-10
FCM-10115275-5470,1,5,63.5064,246.2000,USD,SELL,2026-06-28
IPE-63494261-9332,8,1,64.2083,257.9643,EUR,BUY,2026-06-12
ZHY-48182856-1807,1,2,16.7650,458.3079,GBP,SELL,2026-06-12
ETS-44678397-4006,1,1,16.2684,205.0379,JPY,SELL,2026-05-18
WZD-83268839-0269,6,3,85.7676,11.5858,EUR,SELL,2026-06-02
GSO-25643231-8923,10,5,70.3253,349.3692,EUR,BUY,2026-06-27
GZV-02645942-8029,6,3,30.6172,383.0091,CHF,BUY,2026-06-16
XCX-86335382-7516,8,4,55.4931,409.3109,GBP,BUY,2026-05-30
GEE-38730596-7799,15,4,24.7892,110.4559,EUR,BUY,2026-05-29
PVM-49035999-5098,2,5,48.9885,241.6359,EUR,SELL,2026-06-01
DWI-14919273-5805,3,1,86.7919,225.7563,CHF,SELL,2026-06-11
LKE-69229426-7527,10,6,13.6211,282.7087,GBP,SELL,2026-05-20
IYO-15887169-8595,5,8,2.3643,152.7336,JPY,SELL,2026-06-01
VRY-71312308-9766,8,10,66.9757,309.2753,CHF,BUY,2026-06-05
NAR-95397798-6830,3,8,10.1486,70.7029,CHF,BUY,2026-05-22
QHK-84377722-1791,13,1,18.4482,163.2983,GBP,SELL,2026-05-18
CID-14871460-8167,15,2,47.3241,236.9998,GBP,BUY,2026-06-25
CKL-51316610-8329,13,7,1.0544,424.2773,GBP,BUY,2026-05-24
XIM-81160044-3562,10,2,16.2350,189.2306,EUR,SELL,2026-05-20
XGM-94597500-8935,3,4,60.2176,223.6512,EUR,BUY,2026-05-26
OAC-31873810-5717,9,10,67.9748,350.6167,JPY,BUY,2026-06-05
OBA-25294701-4694,5,8,29.9173,168.9058,USD,BUY,2026-06-14
DOA-78509741-1170,13,3,56.1264,303.4215,EUR,SELL,2026-05-26
ISX-13299368-5669,4,5,94.2654,164.8549,USD,BUY,2026-06-15
GQA-87329600-8614,4,6,23.1541,99.7776,EUR,BUY,2026-05-30
IQC-21884518-9458,10,3,85.7211,210.8710,CHF,SELL,2026-06-05
YAU-63512840-4607,12,8,79.1663,495.4194,CHF,SELL,2026-06-19
BYK-01636236-1006,5,8,78.4128,458.5161,JPY,BUY,2026-05-27
SBP-47937998-3052,7,9,21.4326,203.9964,EUR,SELL,2026-06-13
GXE-31123391-5213,4,8,54.9948,337.2723,GBP,SELL,2026-05-27
BMM-27055700-9095,11,6,49.9320,242.6216,CHF,SELL,2026-06-23
JRT-03188204-8024,12,6,34.5359,219.4283,GBP,SELL,2026-06-18
POJ-72035378-4284,7,8,78.0062,35.7127,GBP,BUY,2026-06-11
OIF-01449624-5895,9,10,38.7384,315.3534,JPY,SELL,2026-05-19
BQF-17226608-2766,11,3,84.2412,34.4419,CHF,SELL,2026-05-30
CUV-77667373-2243,10,8,60.0440,132.7037,GBP,SELL,2026-06-22
HXM-34759625-6659,11,10,1.2741,31.0763,JPY,BUY,2026-05-29
JSR-85460248-3962,13,5,9.1610,51.5397,GBP,BUY,2026-06-19
SYI-13716564-9759,8,8,47.1575,187.7567,JPY,SELL,2026-05-23
MQN-72574804-0639,11,8,56.1316,91.9523,EUR,SELL,2026-05-28
UQQ-10902515-2747,8,5,81.6443,242.8239,GBP,BUY,2026-06-21
HJY-65099644-7671,2,8,73.4927,359.0974,JPY,BUY,2026-06-29
JWZ-18997379-6240,3,5,8.0172,81.8711,USD,SELL,2026-06-18
ZQB-46508836-6014,13,5,55.6791,288.3385,USD,SELL,2026-06-05
RNQ-45127402-8876,3,9,52.6702,130.9214,USD,SELL,2026-05-27
HTC-84309402-9144,14,3,67.6481,209.4148,GBP,SELL,2026-06-11
ZEV-90411664-1779,8,7,52.4849,440.7060,CHF,BUY,2026-05-23
QBZ-73423361-6593,1,2,96.6676,312.3867,EUR,BUY,2026-06-08
EEM-13630613-1889,6,5,98.7720,318.1177,GBP,BUY,2026-06-09
GOX-39379156-3404,11,3,13.2894,383.4712,EUR,SELL,2026-05-23
PAR-45309918-2569,13,6,41.2907,65.7432,CHF,BUY,2026-06-10
RPW-08864285-1857,4,7,93.6153,379.9025,CHF,BUY,2026-06-01
YZJ-87905318-6055,1,2,46.0348,420.2868,USD,BUY,2026-06-16
WHV-09076654-7879,10,1,99.7295,431.6672,GBP,BUY,2026-05-29
UPG-71303908-8495,8,3,96.8709,214.8736,EUR,BUY,2026-05-26
KME-34710227-8212,2,3,79.4162,495.2637,JPY,SELL,2026-05-19
GJU-90031890-3480,8,3,42.9649,34.5438,USD,BUY,2026-06-29
FDJ-71929689-6029,15,6,42.3115,329.5911,JPY,BUY,2026-05-29
ZNL-46144582-3980,2,8,45.3365,278.8234,EUR,SELL,2026-06-04
LTX-56727672-8585,5,2,65.5222,83.6207,EUR,SELL,2026-05-28
GNL-54181021-1143,5,8,87.8502,28.9217,CHF,SELL,2026-06-20
ZKR-96021690-2944,1,7,33.1466,46.8515,JPY,BUY,2026-06-17
PRB-58254385-4677,4,9,62.3982,58.6477,JPY,SELL,2026-05-28
MPM-13542667-6086,8,5,27.4593,479.4963,USD,BUY,2026-05-20
FJA-31374404-9033,9,3,67.4333,222.2216,JPY,SELL,2026-05-14
EOG-49863061-3282,13,2,44.8419,235.1595,USD,SELL,2026-05-30
KBH-52565712-2501,2,1,97.4715,301.0297,GBP,BUY,2026-05-31
PLQ-09092880-1408,12,5,62.1133,344.6826,GBP,SELL,2026-05-21
GQO-24036042-5047,6,9,9.2731,354.3915,JPY,SELL,2026-05-15
KLY-14634644-7172,13,8,5.3261,393.5410,USD,BUY,2026-05-22
EER-62529483-4972,11,10,56.6810,198.6464,EUR,SELL,2026-05-26
WCP-64302232-7197,3,7,50.1623,461.2912,USD,SELL,2026-05-28
QQM-31070462-9158,2,8,28.1420,346.7253,GBP,BUY,2026-05-15
PTI-90917542-0939,12,5,25.0643,88.6715,GBP,SELL,2026-05-28
YKE-75035062-4958,5,10,68.3151,319.1419,EUR,BUY,2026-06-21
VFB-07127666-2428,1,4,81.2770,136.7765,JPY,SELL,2026-06-04
JWY-26962965-3683,5,2,84.1586,200.0808,CHF,SELL,2026-05-29
LNQ-89156269-5357,11,4,60.5961,210.2271,JPY,SELL,2026-05-26
BNL-18699813-2182,11,5,55.4152,103.8271,CHF,SELL,2026-05-24
WRA-39086369-1306,1,6,77.9164,52.6502,JPY,BUY,2026-05-22
RYB-10243080-9289,14,8,52.1835,199.3915,GBP,BUY,2026-06-01
MYP-43981244-0987,5,4,26.2760,18.8574,JPY,SELL,2026-06-22
WKI-17222993-3782,8,3,5.8591,217.6675,CHF,BUY,2026-06-14
YVI-87787417-7502,7,4,19.9990,417.0772,CHF,SELL,2026-06-24
LIO-48894066-2051,7,6,11.0986,439.2807,USD,BUY,2026-05-26
SBQ-40543367-6039,5,4,12.2156,211.9114,GBP,SELL,2026-06-03
RJJ-80590906-7219,7,4,38.5693,92.3955,USD,BUY,2026-05-29
ANT-98603069-7131,13,2,97.0148,36.5321,USD,BUY,2026-05-29
OBO-67644968-6392,3,4,95.4335,357.5003,CHF,BUY,2026-05-29
UXS-97845954-1161,13,1,71.4551,351.9475,EUR,BUY,2026-06-14
IJM-82359030-6883,5,1,84.2356,101.7693,GBP,SELL,2026-06-09
DUB-55913269-9860,4,5,99.5836,499.7368,EUR,SELL,2026-05-18
KMC-37683190-6900,10,2,91.3728,140.5473,CHF,SELL,2026-06-04
RXW-26656093-2132,5,9,7.5041,378.6091,JPY,SELL,2026-05-28
QCQ-03326474-8501,4,9,89.0209,222.5066,JPY,BUY,2026-06-04
EGT-99118283-3023,4,1,14.7400,436.7469,USD,BUY,2026-06-11
KZN-00652227-8723,14,8,77.7204,490.1054,JPY,BUY,2026-06-04
JBX-45616627-9222,11,9,8.6226,494.9806,CHF,BUY,2026-05-10
LAO-41251387-3659,2,1,53.3002,486.4025,EUR,SELL,2026-06-02
ORJ-57222350-3522,2,7,89.2114,33.0979,CHF,BUY,2026-06-26
JVQ-17181400-6920,1,3,16.1918,272.7668,JPY,SELL,2026-06-21
ZHP-32081769-0153,12,6,63.6760,184.0010,CHF,SELL,2026-06-24
YLS-92390240-5781,7,1,71.0715,171.9943,EUR,SELL,2026-06-09
WRM-98336565-7431,14,9,40.1560,19.8302,USD,BUY,2026-05-29
VLI-02139317-9139,5,5,79.1018,32.1266,EUR,BUY,2026-06-03
QFS-93287083-0792,9,8,77.5927,123.2137,JPY,SELL,2026-05-21
XKR-53276376-8569,6,3,97.4271,14.8209,JPY,SELL,2026-05-21
OHT-07130774-4427,11,9,21.6139,276.3862,JPY,SELL,2026-06-11
RHU-12528226-2627,1,5,57.6790,372.8462,EUR,SELL,2026-06-08
NDH-43419123-5323,13,9,50.9817,16.5360,GBP,SELL,2026-05-31
LZW-10219077-8307,10,5,14.0413,360.1997,CHF,BUY,2026-05-30
TCW-98732187-9282,7,5,19.0686,210.5337,EUR,SELL,2026-05-22
RXD-06472570-9050,5,8,71.3258,217.4796,GBP,BUY,2026-06-27
OHB-28748826-9159,13,9,97.8041,213.3724,GBP,SELL,2026-06-15
AHA-45853532-6388,7,8,31.5510,280.9422,USD,BUY,2026-05-24
SEZ-40568795-7523,9,10,76.1358,129.1300,EUR,SELL,2026-06-02
HBM-62972666-4567,14,10,86.5713,199.5433,JPY,SELL,2026-06-07
VPS-85059777-6513,11,10,23.9341,109.9161,USD,BUY,2026-05-29
LPW-68022404-4287,3,7,46.2143,432.0746,GBP,SELL,2026-05-31
QEF-28762108-9561,8,4,14.7168,472.4916,EUR,SELL,2026-05-24
FKF-55743684-0581,9,7,94.2119,354.2240,GBP,BUY,2026-05-28
YBO-12684478-3176,13,2,43.1927,278.9963,EUR,BUY,2026-06-09
RYO-33349523-0930,1,1,95.9437,491.5632,GBP,BUY,2026-06-18
MZG-83924371-9617,15,9,22.8144,155.7722,GBP,SELL,2026-06-07
UZK-89592694-8602,9,3,70.3840,226.3588,USD,BUY,2026-05-27
ETV-43366819-5697,1,3,35.5508,144.5704,USD,SELL,2026-06-05
MML-74722673-6834,7,8,30.1086,284.5258,JPY,SELL,2026-06-19
AUB-78903642-1124,14,6,8.7437,190.5984,JPY,SELL,2026-05-15
END-16311611-9047,9,6,11.2750,339.4310,JPY,BUY,2026-06-01
QBH-46838314-6069,6,5,6.9654,275.0043,JPY,BUY,2026-05-21
UHC-93907340-0436,6,7,64.6024,396.4811,USD,SELL,2026-05-20
GRB-55871869-2735,14,4,23.0702,396.0268,USD,BUY,2026-05-25
ZPV-95092076-5972,12,8,10.9393,264.2775,JPY,SELL,2026-05-20
GTW-61774225-8891,10,4,33.0554,485.8644,GBP,SELL,2026-05-22
NQJ-61013315-2836,6,10,85.8088,63.5775,JPY,SELL,2026-05-14
XWL-08917774-3269,5,8,21.2375,352.8686,GBP,BUY,2026-06-13
NNK-31573817-7617,15,2,83.8807,15.2440,CHF,SELL,2026-06-21
LPW-71504211-1619,4,1,38.2781,122.5160,GBP,BUY,2026-06-23
FTR-83967753-1592,7,5,7.5227,114.0154,EUR,BUY,2026-06-20
UAH-00279314-5644,12,5,6.5774,50.8462,USD,BUY,2026-06-02
